sequence,utc_time,elapsed_seconds,delta_seconds,port,type,channel_1_based,note,note_name,velocity,control,value,program_1_based,pitch,song,pos,sysex_hex,raw_bytes_hex,message
600,2026-09-13T00:28:22.974+00:00,15.127603,0.014469,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
601,2026-09-13T00:28:22.990+00:00,15.143094,0.015491,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
602,2026-09-13T00:28:23.004+00:00,15.157797,0.014703,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
603,2026-09-13T00:28:23.034+00:00,15.187172,0.029375,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
604,2026-09-13T00:28:23.180+00:00,15.333872,0.146701,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
605,2026-09-13T00:28:23.195+00:00,15.349094,0.015222,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
606,2026-09-13T00:28:23.210+00:00,15.363575,0.014481,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
607,2026-09-13T00:28:23.224+00:00,15.377948,0.014372,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
608,2026-09-13T00:28:23.240+00:00,15.393935,0.015987,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
609,2026-09-13T00:28:23.254+00:00,15.408058,0.014124,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
610,2026-09-13T00:28:23.269+00:00,15.422858,0.0148,Chordcat 0,control_change,1,,,,11,80,,,,,,B0 0B 50,control_change channel=0 control=11 value=80 time=0
611,2026-09-13T00:28:23.284+00:00,15.437509,0.014651,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
